Month,VIRTUAL_PATH,Downloads
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130905 Plate 2.xlsx,131
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Arrowsmith12NRDD11.pdf,130
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130916 Plate 1a.xlsx,129
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung et al. 2016_EHP/ReproChemsAndGenes.xlsm,128
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/PCD_stalk.pdf,127
2017-02,/COMPTOX/TEMP/Retinoid_DRP/Retinoid_analyticalMethods.xlsx,127
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130909 Plate 1-2.xlsx,127
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Rodriguez12D84.pdf,126
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20131024 Plate 3.xlsx,125
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Stapleton11IEEETVCG17.pdf,121
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Matson11N476.pdf,120
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung et al. 2016_EHP/e-lib_for_EHP_paper.xlsx,116
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130923 Plate 2.xlsx,112
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20131024 Plate 1.xlsx,111
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20131009 Plate 1.xlsx,105
2017-02,/Computational_Toxicology_Data/NCCT_Publication_Data/ShahImran/PODTipping_Point/src/python/bio/data/htsdb.py,104
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130930 Plate 1.xlsx,104
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130916 Plate 3a.xlsx,103
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Luccio-Camelo11JSBMB127.pdf,102
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20131017 Plate 2.xlsx,97
2016-11,/COMPTOX/NCCT_Publication_Data/Houck_Karmaus/ToxCast_Food_Relevant/Karmaus_SuppFile1_Chemical_Inventories.xlsx,92
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Pechriggl13AA195.pdf,91
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/2015-07-28 Fusion V21 SupplS2.xlsx,87
2017-02,/Computational_Toxicology_Data/NCCT_Publication_Data/ShahImran/PODTipping_Point/src/py_requirements.txt,84
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Stachelek13SOT52.pdf,83
2017-02,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/Assay_Information_Oct_2015.zip,82
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Boyd12MMB889.pdf,81
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130918 Plate 2b.xlsx,81
2016-07,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/DSSTox_ToxCastRelease_20151019.zip,80
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Wan13EOTT.pdf,80
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Baquero11AAC55.pdf,80
2016-11,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/DSSTox_ToxCastRelease_20151019.zip,79
2016-07,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,78
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Kim02CTR307.pdf,77
2017-01,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/readme_toxrefdb_20141106.pdf,77
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Leung13WBG19.pdf,75
2017-01,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/DSSTox_ToxCastRelease_20151019.zip,74
2017-02,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.txt,72
2016-08,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/DSSTox_ToxCastRelease_20151019.zip,72
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130925 Plate 1.xlsx,72
2017-01,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,71
2016-10,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/DSSTox_ToxCastRelease_20151019.zip,70
2017-02,/COMPTOX/High_Throughput_Screening_Data/MySQL_Data/README_INVITRODB_V2_MYSQL.pdf,70
2017-01,/COMPTOX/NCCT_Publication_Data/Houck_Karmaus/ToxCast_Food_Relevant/Karmaus_SuppFile1_Chemical_Inventories.xlsx,69
2016-09,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/DSSTox_ToxCastRelease_20151019.zip,68
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung et al. 2016_EHP/MDRT endpoints/2013-04-16 ToxRefDB Search V23b.xlsx,68
2016-12,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,68
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Chakraborty12JTEMB26.pdf,67
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20131007 Plate 5.xlsx,67
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/Suppl2.xlsx,67
2016-08,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,67
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Celayir07AA53.pdf,66
2017-02,/Computational_Toxicology_Data/NCCT_Publication_Data/ShahImran/PODTipping_Point/ipynb/Shah-Tipping-Point-EHP-2016-v0.2.html,64
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung et al. 2016_EHP/1510385ART-Leung SM Excel File S1.xlsm,64
2016-12,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Creasy11BDRB92.pdf,62
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/BRL_IVMN_Raw_LVL0.xlsx,61
2016-11,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,60
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20131015 Plate 1.xlsx,59
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130911 Plate 3.xlsx,59
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20131009 Plate 2.xlsx,59
2016-09,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/Assay_Information_Oct_2015.zip,58
2016-08,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,58
2017-02,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/INVITRODB_V2_SUMMARY.zip,58
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Gothelf12S338.pdf,57
2016-11,/COMPTOX/NCCT_Publication_Data/ShahImran/Read_Across/html/GenRA+Data.html,57
2016-12,/COMPTOX/NCCT_Publication_Data/Houck_Karmaus/ToxCast_Food_Relevant/Karmaus_SuppFile1_Chemical_Inventories.xlsx,57
2017-02,/Computational_Toxicology_Data/NCCT_Publication_Data/Houck_Karmaus/ToxCast_Food_Relevant/Karmaus_SuppFile1_Chemical_Inventories.xlsx,57
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Toyooka03PNAS100.pdf,56
2017-02,/Computational_Toxicology_Data/High_Throughput_Screening_Data/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,55
2016-11,/COMPTOX/NCCT_Publication_Data/ShahImran/Read_Across/html/GenRA+Clusters.html,55
2016-10,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,55
2016-10,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,55
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Frame13SOT52.pdf,54
2017-01,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/INVITRODB_V2_SUMMARY.zip,54
2016-11,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,54
2016-09,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,54
2016-12,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/DSSTox_ToxCastRelease_20151019.zip,52
2016-11,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/Assay_Information_Oct_2015.zip,52
2016-10,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/Assay_Information_Oct_2015.zip,52
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Zhu09T260.pdf,51
2016-08,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,51
2017-02,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/toxrefdb (1).zip,50
2017-01,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/toxrefdb (1).zip,48
2016-10,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,48
2017-02,/Computational_Toxicology_Data/TEMP/Retinoid_DRP/Sifter_CNSinDev.xlsm,48
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Walpole13ARBE15.pdf,48
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130916 Plate 2b.xlsx,48
2016-09,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,48
2016-08,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/Assay_Information_Oct_2015.zip,47
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Knudsen11SOT50.pdf,46
2016-09,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,46
2016-10,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/readme_toxrefdb_20141106.pdf,46
2016-08,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/readme_toxrefdb_20141106.pdf,45
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Vinken13T.pdf,45
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130918 Plate 1a.xlsx,45
2016-10,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/toxrefdb (1).zip,45
2016-11,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/readme_toxrefdb_20141106.pdf,44
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Boe11BR4.pdf,44
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Wang11DB360.pdf,44
2017-01,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/Assay_Information_Oct_2015.zip,43
2017-02,/Computational_Toxicology_Data/High_Throughput_Screening_Data/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,43
2017-01,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,42
2016-09,/COMPTOX/High_Throughput_Screening_Data/MySQL_Data/README_INVITRODB_V2_MYSQL.pdf,42
2016-11,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Kojima10JPU6.pdf,41
2016-08,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/toxrefdb (1).zip,41
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Miyagawa11E152.pdf,41
2016-11,/Computational_Toxicology_Data/NCCT_Publication_Data/ShahImran/Read_Across/html/GenRA+Data.html,41
2016-11,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/INVITRODB_V2_SUMMARY.zip,40
2016-11,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,40
2016-09,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/INVITRODB_V2_SUMMARY.zip,39
2017-01,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,39
2016-11,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/toxrefdb (1).zip,38
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Kim10JTEHA73.pdf,38
2016-07,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.txt,38
2016-09,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/readme_toxrefdb_20141106.pdf,38
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130925 Plate 2.xlsx,37
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130909 Plate 1.xlsx,37
2016-07,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,37
2016-11,/COMPTOX/High_Throughput_Screening_Data/MySQL_Data/README_INVITRODB_V2_MYSQL.pdf,37
2016-12,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.txt,37
2016-10,/COMPTOX/High_Throughput_Screening_Data/MySQL_Data/README_INVITRODB_V2_MYSQL.pdf,36
2016-12,/COMPTOX/High_Throughput_Screening_Data/MySQL_Data/README_INVITRODB_V2_MYSQL.pdf,36
2016-07,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/Assay_Information_Oct_2015.zip,35
2017-01,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Creasy11BDRB92.pdf,35
2016-12,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,35
2016-08,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.txt,34
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20131017 Plate 3.xlsx,34
2016-10,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/INVITRODB_V2_SUMMARY.zip,34
2016-07,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,34
2017-01,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.txt,34
2016-12,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/readme_toxrefdb_20141106.pdf,34
2016-10,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.txt,34
2016-07,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/readme_toxrefdb_20141106.pdf,33
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Martin08EHP116.pdf,33
2017-01,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Gagne10USDA.pdf,33
2016-10,/COMPTOX/High_Throughput_Screening_Data/MySQL_Data/INVITRODB_V2_MYSQL.zip,32
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Houmard09BR81.pdf,32
2016-08,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/INVITRODB_V2_SUMMARY.zip,31
2016-11,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Sipes11TS124.pdf,31
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Skakkebæk01HR16.pdf,31
2016-11,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung et al. 2016_EHP/ReproChemsAndGenes.xlsm,29
2017-02,/COMPTOX/NCCT_Publication_Data/PatlewiczGrace/LOGKOW_Skin_Sensistization/CleanUPscript.py,29
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130829 Plate 2.xlsx,28
2016-07,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/toxrefdb (1).zip,27
2016-09,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/toxrefdb (1).zip,27
2016-11,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung et al. 2016_EHP/Repro_effects_bychem.xlsm,27
2016-07,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/INVITRODB_V2_SUMMARY.zip,27
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Martin11BR85.pdf,26
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Teoh-Fitzgerald12MCR10.pdf,26
2017-02,/COMPTOX/Sustainable_Chemistry_Data/Chemistry_Dashboard/DSSTOX_MS_Ready_Chemical_Structures.zip,25
2016-12,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/toxrefdb (1).zip,24
2016-08,/COMPTOX/High_Throughput_Screening_Data/MySQL_Data/README_INVITRODB_V2_MYSQL.pdf,24
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/1-s2.0-S0890623816301113-main.pdf,24
2017-02,/Computational_Toxicology_Data/High_Throughput_Screening_Data/MySQL_Data/README_INVITRODB_V2_MYSQL.pdf,24
2017-02,/COMPTOX/High_Throughput_Screening_Data/ER_Model_Data/ER Model release version 2015-08-28.zip,23
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/Stankowski_email_stats_19Nov14.pdf,23
2016-12,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Kojima10JPU6.pdf,23
2017-02,/COMPTOX/Sustainable_Chemistry_Data/CERAPP_QSAR_Models/TrainingSet.zip,22
2016-12,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,22
2017-02,/COMPTOX/High_Throughput_Screening_Data/ToxCast_Data_Oct_2015/README_INVITRODB_V2_LEVEL5.pdf,22
2017-02,/COMPTOX/Sustainable_Chemistry_Data/CERAPP_QSAR_Models/PredictionSet.zip,21
2017-01,/COMPTOX/High_Throughput_Screening_Data/ER_Model_Data/ER Model release version 2015-08-28.zip,21
2016-11,/COMPTOX/Sustainable_Chemistry_Data/CERAPP_QSAR_Models/TrainingSet.zip,21
2016-10,/COMPTOX/NCCT_Publication_Data/Houck_Karmaus/ToxCast_Food_Relevant/Karmaus_SuppFile1_Chemical_Inventories.xlsx,21
2017-01,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Vinken13T.pdf,21
2017-02,/COMPTOX/High_Throughput_Screening_Data/Standard_Lab_Protocol_Tox21_Assays/Tox21Assay_SLPs and Descriptions_2016.zip,20
2017-02,/COMPTOX/High_Throughput_Screening_Data/ToxCast_Data_Oct_2015/INVITRODB_V2_LEVEL5.zip,20
2017-02,/COMPTOX/Sustainable_Chemistry_Data/CERAPP_QSAR_Models/EvaluationSet.zip,20
2016-12,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/Assay_Information_Oct_2015.zip,20
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130909 Plate 2-2.xlsx,20
2017-02,/COMPTOX/TEMP/Retinoid_DRP/Sifter_femalerepro_v3.xlsm,20
2016-11,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.txt,20
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Beleza-Meireles07EJHG15.pdf,19
2016-09,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.txt,19
2017-02,/COMPTOX/TEMP/Retinoid_DRP/Sifter_femalerepro.xlsm,19
2017-02,/COMPTOX/TEMP/Retinoid_DRP/AnySifter_2017.xlsm,19
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Sipes11TS124.pdf,19
2017-02,/COMPTOX/NCCT_Publication_Data/FriedmanPaul_K/2016_TPO_ToxCast_ToxSci/tpo_p1_p2_analysis.html,19
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Edsgärd13FCE4.pdf,19
2016-11,/COMPTOX/NCCT_Publication_Data/FriedmanPaul_K/2016_TPO_ToxCast_ToxSci/tpo_p1_p2_analysis.html,18
2017-02,/COMPTOX/Sustainable_Chemistry_Data/CERAPP_QSAR_Models/Models.zip,18
2017-01,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Kerkis07CSC9.pdf,18
2016-12,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/INVITRODB_V2_SUMMARY.zip,18
