Month,VIRTUAL_PATH,Downloads
2016-03,/COMPTOX/CERAPP_QSAR_Models/Models.zip,7
2016-01,/COMPTOX/Previous_Data/Dec_2014_Data_Release/ToxCast_Summary_Files/ToxCast_Summary_Files (1).zip,7
2016-03,/COMPTOX/CERAPP_QSAR_Models/PredictionSet.zip,7
2016-02,/COMPTOX/CERAPP_QSAR_Models/PredictionSet.zip,7
2016-01,/COMPTOX/Previous_Data/Dec_2014_Data_Release/ToxCast_Assay_Quality_Stats/assay_quality.zip,6
2016-01,/COMPTOX/Previous_Data/Dec_2014_Data_Release/ToxCast_Chemicals_DSSTox/chemicalfiles.zip,6
2016-01,/COMPTOX/Previous_Data/Dec_2014_Data_Release/ToxCast_Annotation_Files/assay_annotation.zip,6
2016-01,/COMPTOX/Previous_Data/Dec_2013_Data_Release/Dec_2013_Chemical_List_and_Annotations/Chemical list & Annotation Files 12-11-2013.zip,6
2015-12,/COMPTOX/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,6
2016-03,/COMPTOX/CERAPP_QSAR_Models/TrainingSet.zip,6
2016-02,/COMPTOX/CERAPP_QSAR_Models/CERAPP_reviewed.zip,6
2016-02,/COMPTOX/CERAPP_QSAR_Models/Models.zip,6
2016-02,/COMPTOX/Previous_Data/Dec_2013_Data_Release/Dec_2013_Chemical_List_and_Annotations/Chemical list & Annotation Files 12-11-2013.zip,5
2016-01,/COMPTOX/Con_Resp_Oct_2015/INVITRODB_V2_PLOTS.zip,5
2016-02,/COMPTOX/Previous_Data/Dec_2013_Data_Release/Dec_2013_ToxCast_ToxRef_Data/ToxCast_AssayData_2013_12_11.zip,5
2016-04,/COMPTOX/Assay_Information/Assay_Information_Oct_2015.zip,5
2016-03,/COMPTOX/Previous_Data/Dec_2014_Data_Release/Tox21_Data/ToxCast_Tox21_Level5&6_20141022.zip,4
2016-01,/COMPTOX/CERAPP_QSAR_Models/Supplemental_Material_2_TrainingSet.zip,4
2016-03,/COMPTOX/Previous_Data/Dec_2014_Data_Release/ToxCast_Chemicals_DSSTox/chemicalfiles.zip,4
2015-12,/COMPTOX/Assay_Information/Assay_Information_Oct_2015.zip,4
2015-12,/COMPTOX/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,4
2015-12,/COMPTOX/Previous_Data/Jan_2010_PhaseI_ToxCast_Data/ToxCast_20110110.zip,4
2016-02,/COMPTOX/CERAPP_QSAR_Models/Supplemental_Material_2_TrainingSet.zip,4
2015-12,/COMPTOX/ToxCast_Data_Oct_2015/README_INVITRODB_V2_LEVEL5.pdf,4
2016-01,/COMPTOX/Previous_Data/Dec_2013_Data_Release/Dec_2013_ToxCast_ToxRef_Data/Dec_2013_Animal_Toxicity_Data/Animal Toxicity Studies Effects & EndPoints (ToxRefDB) 12-11-2013.zip,4
2015-12,/COMPTOX/Animal_Tox_Data/toxrefdb (1).zip,4
2016-04,/COMPTOX/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,3
2016-01,/COMPTOX/CERAPP_QSAR_Models/Supplemental_Material_5_models.zip,3
2016-02,/COMPTOX/CERAPP_QSAR_Models/Supplemental_Material_5_models.zip,3
2016-02,/COMPTOX/Con_Resp_Oct_2015/INVITRODB_V2_PLOTS.zip,3
2016-01,/COMPTOX/CERAPP_QSAR_Models/CERAPP_reviewed.zip,3
2016-03,/COMPTOX/Previous_Data/Jan_2010_PhaseI_ToxCast_Data/ToxCast_20110110.zip,3
2016-02,/COMPTOX/CERAPP_QSAR_Models/Supplemental_Material_4_evaluationSet.zip,3
2016-03,/COMPTOX/Previous_Data/Dec_2013_Data_Release/Dec_2013_Chemical_List_and_Annotations/Chemical list & Annotation Files 12-11-2013.zip,3
2016-03,/COMPTOX/Previous_Data/Dec_2014_Data_Release/ToxCast_Summary_Files/ToxCast_Summary_Files (1).zip,3
2016-02,/COMPTOX/CERAPP_QSAR_Models/Supplemental_Material_3_PredictionSet.zip,3
2016-05,/COMPTOX/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.txt,2
2016-05,/COMPTOX/ToxCast_Data_Oct_2015/README_INVITRODB_V2_LEVEL5.pdf,2
2016-04,/COMPTOX/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,2
2016-04,/COMPTOX/ToxCast_Data_Oct_2015/README_INVITRODB_V2_LEVEL5.pdf,2
2016-03,/COMPTOX/Previous_Data/Dec_2014_Data_Release/Conc_Response_Curves/toxcast_plots.zip,2
2016-04,/COMPTOX/R_Programming_Language_Nov_2015/tcpl.pdf,2
2016-03,/COMPTOX/Previous_Data/Dec_2013_Data_Release/Dec_2013_ToxCast_ToxRef_Data/Dec_2013_Animal_Toxicity_Data/Animal Toxicity Studies Effects & EndPoints (ToxRefDB) 12-11-2013.zip,2
2016-05,/COMPTOX/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,2
2015-12,/COMPTOX/Animal_Tox_Data/readme_toxrefdb_20141106.pdf,2
2015-12,/COMPTOX/ToxCast_Data_Oct_2015/INVITRODB_V2_LEVEL5.zip,2
2016-01,/COMPTOX/ToxCast_Concentration_Response/toxcast_plots.zip,2
2016-01,/COMPTOX/CERAPP_QSAR_Models/Supplemental_Material_3_PredictionSet.zip,2
2016-02,/COMPTOX/Previous_Data/Dec_2014_Data_Release/Tox21_Data/ToxCast_Tox21_Level5&6_20141022.zip,2
2015-12,/COMPTOX/Summary_Files/INVITRODB_V2_SUMMARY.zip,2
2015-12,/COMPTOX/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,2
2016-01,/COMPTOX/CERAPP_QSAR_Models/Supplemental_Material_4_evaluationSet.zip,2
2015-12,/COMPTOX/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.txt,2
2016-01,/COMPTOX/Previous_Data/Dec_2014_Data_Release/Conc_Response_Curves/toxcast_plots.zip,1
2016-04,/COMPTOX/DSSTox_Oct_2015/DSSTox_ToxCastRelease_20151019.zip,1
2016-04,/COMPTOX/Previous_Data/Dec_2013_Data_Release/Dec_2013_ToxCast_ToxRef_Data/ToxCast_AssayData_2013_12_11.zip,1
2016-05,/COMPTOX/DSSTox_Oct_2015/DSSTox_ToxCastRelease_20151019.zip,1
2016-04,/COMPTOX/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,1
2016-01,/COMPTOX/Previous_Data/Dec_2014_Data_Release/MySQL_Database/tcpl_0.3.tar.gz,1
2016-01,/COMPTOX/PUBLIC/CERAPP_QSAR_Models_EHP,1
2016-01,/COMPTOX/Previous_Data/Dec_2014_Data_Release/MySQL_Database/MySQL_Database_v1.zip,1
2016-03,/COMPTOX/Previous_Data/Dec_2014_Data_Release/ToxCast_Assay_Quality_Stats/assay_quality.zip,1
2016-02,/COMPTOX/Previous_Data/Dec_2014_Data_Release/ToxCast_Annotation_Files/assay_annotation.zip,1
2016-03,/COMPTOX/Con_Resp_Oct_2015/INVITRODB_V2_PLOTS.zip,1
2016-03,/COMPTOX/ToxCast_Concentration_Response/toxcast_plots.zip,1
2016-03,/COMPTOX/Previous_Data/Dec_2013_Data_Release/Dec_2013_ToxCast_ToxRef_Data/ToxCast_AssayData_2013_12_11.zip,1
2016-03,/COMPTOX/Previous_Data/Dec_2014_Data_Release/MySQL_Database/tcpl_0.3.tar.gz,1
2016-02,/COMPTOX/Previous_Data/Dec_2014_Data_Release/ToxCast_Chemicals_DSSTox/chemicalfiles.zip,1
2016-03,/COMPTOX/Previous_Data/Dec_2014_Data_Release/ToxCast_Annotation_Files/assay_annotation.zip,1
2016-03,/ADC3321_iCSS/comptox-dashboard.tgz,1
2016-02,/COMPTOX/Previous_Data/Dec_2014_Data_Release/MySQL_Database/tcpl_0.3.tar.gz,1
2016-03,/COMPTOX/Previous_Data/Dec_2014_Data_Release/MySQL_Database/MySQL_Database_v1.zip,1
2017-02,/COMPTOX/NCCT_Publication_Data/Houck_Karmaus/ToxCast_Food_Relevant/Karmaus_SuppFile1_Chemical_Inventories.xlsx,408
2017-02,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,302
2017-02,/COMPTOX/High_Throughput_Screening_Data/Animal_Tox_Data/readme_toxrefdb_20141106.pdf,292
2017-02,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,281
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Gagne10USDA.pdf,280
2017-02,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,278
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Slott91RT5.pdf,255
2017-03,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Gagne10USDA.pdf,224
2017-03,/COMPTOX/High_Throughput_Screening_Data/Summary_Files/README_INVITRODB_V2_SUMMARY.pdf,221
2017-02,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/DSSTox_ToxCastRelease_20151019.zip,177
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung et al. 2016_EHP/Repro_effects_bychem.xlsm,172
2017-02,/COMPTOX/TEMP/Retinoid_DRP/lit_retinoid_ag_antag.xlsm,169
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Löhr11ARP73.pdf,165
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20131009 Plate 4.xlsx,164
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20131015 Plate 8.xlsx,159
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Shaughnessy10M10.pdf,159
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Patel13SOT52.pdf,156
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130923 Plate 6.xlsx,155
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130903 Plate 3.xlsx,151
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Goldstein13SOT52.pdf,150
2017-03,/COMPTOX/High_Throughput_Screening_Data/Assay_Information/README_INVITRODB_V2_ASSAYINFO.pdf,148
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130923 Plate 1.xlsx,146
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130909 Plate 2.xlsx,146
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130829 Plate 1.xlsx,145
2017-03,/COMPTOX/High_Throughput_Screening_Data/DSSTox_Oct_2015/README_DSSTOX_TOXCAST.pdf,144
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung_2016_RTX/@Knowledgebase/Johnson12TS129.pdf,141
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130930 Plate 4.xlsx,141
2017-02,/COMPTOX/TEMP/Retinoid_DRP/Retinoid_DRP_tool_MaleRepro_v3.xlsm,141
2017-02,/COMPTOX/NCCT_Publication_Data/Knudsen/Virtual_Tissues_Male_Repro_Tox/Leung et al. 2016_EHP/ReproChemsAndGenes.xlsm,140
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130930 Plate 5.xlsx,136
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130905 Plate 4.xlsx,136
2017-02,/COMPTOX/STAFF/khouck/RawData_IVMN/20130923 Plate 4.xlsx,135
